PF00008	45.4622150063785
PF00010	57.4799674796746
PF00020	67.8195909580196
PF00023	11.7875768127816
PF00039	17.4768398268398
PF00046	52.6980863750914
PF00051	39.4053062302008
PF00053	62.3649900808795
PF00057	77.6287579609334
PF00066	34.8559260928346
PF00086	41.7929833291864
PF00090	64.5198311322801
PF00096	62.3542355630307
PF00131	99.4777358490566
PF00170	92.978748226391
PF00200	86.735232986926
PF00212	88.5530035335689
PF00219	66.5966147596478
PF00226	59.3565166505142
PF00249	18.8457788685095
PF00260	100
PF00323	42.9778947368421
PF00396	55.6980289855073
PF00397	40.9351237523797
PF00418	91.4095452273863
PF00433	66.271209641422
PF00435	46.2674612159968
PF00458	88.7796610169492
PF00505	67.7635086752952
PF00531	17.5375849989697
PF00533	41.2808238737772
PF00560	27.9689731845066
PF00594	62.0153460381144
PF00611	38.9301750291714
PF00631	44.4764597869996
PF00634	70.874967824968
PF00641	60.4996257846453
PF00643	32.3961307104533
PF00748	99.1841961852861
PF00769	95.8276974416017
PF00841	100
PF01033	55.5905915894512
PF01101	99.9394833948339
PF01141	100
PF01363	31.8058196721311
PF01391	99.8146377893952
PF01429	33.8627916018663
PF01442	79.1573484848487
PF01500	98.3235632183908
PF01530	85.9367521367526
PF01576	98.3357142857144
PF01585	68.3321544526901
PF01586	85.0361305361305
PF01669	98.4482456140351
PF01749	87.1887717690194
PF01754	54.0132099284813
PF01821	42.6757383966245
PF01826	60.6962560890742
PF01846	55.6751207327227
PF02008	91.2641043723552
PF02029	97.9204225352112
PF02063	99.5092592592593
PF02173	99.0927710843373
PF02185	78.3561088059014
PF02205	96.1907945397269
PF02218	94.6286637931035
PF02234	48.44
PF02354	79.6211494252874
PF02377	98.5093750000002
PF02389	90.4536458333333
PF02736	40.9597286463152
PF02817	73.8382369614513
PF02818	98.2634375
PF02822	63.316832504146
PF02827	76.2575070821531
PF02920	61.0699530516431
PF03020	54.0312138728323
PF03131	85.221619897959
PF03247	99.87899543379
PF03491	98.5195121951219
PF03516	100
PF03521	93.725
PF04382	98.0263922518159
PF04419	99.6325018341893
PF04440	93.5601307189542
PF04538	95.2933717579251
PF04617	81.1412541254125
PF04644	83.1986301369863
PF04691	83.3722222222222
PF04706	74.1646191646192
PF04731	90.6838297872341
PF04732	88.3804435483871
PF04774	98.6867775831873
PF04822	73.9340796019902
PF04886	100
PF04902	89.2060606060606
PF04979	93.116697761194
PF05051	69.2869444444446
PF05160	95.5407407407409
PF05191	43.0718069007259
PF05287	87.6359550561798
PF05300	95.7519650655022
PF05350	76.9016949152542
PF05361	63.6854166666667
PF05395	96.2995726495726
PF05604	93.9448818897638
PF05672	99.7735169491525
PF05831	97.6973333333333
PF05923	85.7131072410633
PF05924	98.4302663438257
PF05937	100
PF05956	99.9113333333333
PF06244	91.6359861591696
PF06311	98.089010989011
PF06346	99.8176991150442
PF06424	90.5987304687501
PF06446	71.7
PF06464	81.8714100905562
PF06465	92.9163636363636
PF06566	97.645
PF06621	83.8932291666666
PF06741	81.4450103950103
PF06747	40.622266204849
PF06758	87.4115168539325
PF06818	94.9719367588933
PF06825	79.1983914209114
PF06959	98.9752688172043
PF06989	97.8
PF06994	100
PF07001	97.3256723716382
PF07175	86.4483870967742
PF07303	58.0070217917675
PF07326	84.4061403508772
PF07412	83.709477124183
PF07469	100
PF07491	90.7568
PF07533	49.3771428571428
PF07562	50.3348758169934
PF07645	43.0511774790225
PF07648	38.1529201577131
PF07699	67.8089045108378
PF07706	57.9
PF07716	93.8325230346989
PF07741	83.9967098703889
PF07896	92.4232194557035
PF07941	98.468115942029
PF07974	63.9790109890111
PF08065	99.2686666666667
PF08067	98.7338709677419
PF08070	99.6877659574468
PF08143	99.8930693069307
PF08159	90.1252450980393
PF08213	99.4876949740035
PF08315	90.3700598802395
PF08347	94.5271983640082
PF08383	52.2948936170214
PF08523	93.4813883299799
PF08562	49.9811475409836
PF08604	95.7294117647059
PF08629	90.908
PF08686	24.15623885918
PF08688	96.7333333333333
PF08701	99.5457434733258
PF08703	96.7245733788396
PF08736	88.5968044077136
PF08826	97.4462915601023
PF08832	99.4611320754717
PF08833	91.5079510703363
PF08912	99.5506369426752
PF08944	100
PF08961	94.9007874015747
PF08983	99.9
PF08991	59.5822966507177
PF09006	36.5371794871795
PF09007	91.805306122449
PF09030	99.5112840466926
PF09040	99.7451612903226
PF09045	65.953216374269
PF09047	99.4774647887324
PF09064	64.5095238095238
PF09256	85.65
PF09289	87.5027310924369
PF09316	87.8085714285713
PF09336	63.1172941176468
PF09405	95.3655677655677
PF09596	94.5266272189349
PF09649	99.113747645951
PF09667	94.812962962963
PF09745	97.7349819059108
PF10174	95.0721598002497
PF10195	90.9229074889868
PF10197	88.9799212598423
PF10248	93.7758389261745
PF10253	85.2466577540107
PF10393	37.664238410596
PF10427	98.3918918918919
PF10470	92.5330434782609
PF10471	95.9273846153846
PF10473	97.0382352941177
PF10481	98.1495652173913
PF10490	73.119587628866
PF10506	62.4701923076923
PF10514	97.0462962962963
PF10583	99.8347826086956
PF10587	99.8522680412371
PF10606	98.5409836065574
